scenario,total_original,total_simulated,energy_loss_percent
lambda_0.000,856.706296705334,856.706296705334,0.0
lambda_0.003,856.706296705334,785.4283308188595,8.320000233521185
lambda_0.006,856.706296705334,721.9998408221977,15.723761620660625
lambda_0.010,856.706296705334,647.9870110992908,24.362991892171493
